"";"SinS2_contig";"SinS2_start";"SinS2_end";"SinS2_strand"
"ASIC012486";"KI916442";"180195";"184035";"-1"
"ASIC012487";"KI916442";"189776";"190976";"1"
"ASIC012488";"KI916442";"192080";"195330";"1"
"ASIC012489";"KI916442";"195399";"197093";"-1"
"ASIC012490";"KI916442";"197307";"198854";"1"
"ASIC012491";"KI916442";"200323";"201463";"-1"
"ASIC012495";"KI916442";"217391";"208580";"-1"
"ASIC012496";"KI916442";"223840";"225478";"1"
"ASIC012497";"KI916442";"225499";"226020";"1"
"ASIC012498";"KI916442";"229129";"229690";"1"
"ASIC012499";"KI916442";"241014";"241326";"-1"
"ASIC012500";"KI916442";"246485";"246986";"-1"
"ASIC012501";"KI916442";"251068";"251810";"-1"
"ASIC012502";"KI916442";"259478";"260218";"1"
"ASIC012504";"KI916442";"265372";"266064";"1"
"ASIC012505";"KI916442";"266944";"267733";"-1"
"ASIC012506";"KI916442";"293823";"294150";"-1"
"ASIC012507";"KI916442";"301290";"301653";"-1"
"ASIC012508";"KI916442";"303416";"303783";"1"
"ASIC012509";"KI916442";"306111";"306482";"-1"
"ASIC012510";"KI916442";"308348";"308913";"1"
"ASIC012511";"KI916442";"315565";"315962";"-1"
"ASIC012512";"AXCK02025820";"280";"1007";"1"
"ASIC012513";"KI916442";"337541";"337958";"-1"
"ASIC012515";"KI916442";"341489";"341990";"1"
"ASIC012516";"KI916442";"342864";"343758";"1"
"ASIC012517";"KI916442";"345796";"346089";"-1"
"ASIC012518";"KI916442";"360648";"361032";"-1"
"ASIC012519";"KI916442";"370342";"371295";"1"
"ASIC012523";"KI916426";"397093";"397379";"-1"
"ASIC012524";"KI916426";"394933";"395346";"1"
"ASIC012526";"KI916426";"386850";"387313";"-1"
"ASIC012527";"KI916426";"379660";"381912";"1"
"ASIC012528";"KI916426";"378753";"379211";"-1"
"ASIC012530";"KI916426";"372967";"374842";"-1"
"ASIC012531";"KI916426";"371938";"372255";"1"
"ASIC012532";"KI916426";"369432";"371417";"-1"
"ASIC012533";"KI916426";"368768";"369416";"1"
"ASIC012534";"AXCK02018455";"18878";"23607";"-1"
"ASIC012535";"AXCK02018455";"11523";"16200";"1"
"ASIC012538";"KI916426";"337292";"337878";"1"
"ASIC012539";"KI916426";"336209";"336538";"-1"
"ASIC012540";"KI916426";"335917";"336195";"-1"
"ASIC012541";"KI916426";"321919";"322411";"1"
"ASIC012542";"KI916426";"315120";"315643";"1"
"ASIC012543";"KI916426";"312056";"312874";"1"
"ASIC001569";"KI916185";"1725004";"1726605";"-1"
"ASIC001580";"KI916185";"1736543";"1745206";"1"
"ASIC001582";"KI916185";"1747805";"1748389";"-1"
"ASIC001583";"KI916185";"1749035";"1751334";"-1"
"ASIC001584";"KI916185";"1753649";"1754320";"1"
"ASIC001585";"KI916185";"1754235";"1755441";"1"
"ASIC001586";"KI916185";"1755844";"1759625";"-1"
"ASIC001587";"KI916185";"1766415";"1768705";"-1"
"ASIC001570";"KI916185";"1773841";"1774850";"-1"
"ASIC001571";"KI916185";"1776592";"1777321";"-1"
"ASIC001572";"KI916185";"1777213";"1779323";"-1"
"ASIC001573";"KI916185";"1780057";"1782294";"1"
"ASIC001574";"KI916185";"1783887";"1784339";"1"
"ASIC001575";"KI916185";"1790946";"1791374";"-1"
"ASIC001576";"KI916185";"1797301";"1798690";"1"
"ASIC001577";"KI916185";"1814058";"1816280";"1"
"ASIC001578";"KI916185";"1816914";"1817298";"-1"
"ASIC001579";"KI916185";"1822650";"1823524";"-1"
"ASIC009437";"KI916569";"91149";"91597";"-1"
"ASIC009438";"KI916569";"87908";"87810";"-1"
"ASIC009440";"KI916268";"440867";"441437";"-1"
"ASIC009441";"KI916268";"438485";"438904";"-1"
"ASIC009431";"KI916998";"1450";"3620";"1"
"ASIC009433";"KI916268";"401465";"402066";"1"
"ASIC009434";"KI916268";"399386";"400272";"-1"
"ASIC013942";"KI916191";"1842050";"1842413";"-1"
"ASIC013953";"KI916191";"1841153";"1841539";"1"
"ASIC013964";"KI916191";"1835097";"1835505";"-1"
"ASIC013975";"KI916191";"1833469";"1833924";"-1"
"ASIC013986";"KI916191";"1830261";"1831401";"-1"
"ASIC013997";"KI916191";"1828067";"1828414";"-1"
"ASIC014008";"KI916191";"1824788";"1825180";"1"
"ASIC014019";"KI916191";"1816807";"1817136";"1"
"ASIC014030";"AXCK02023468";"1418";"1834";"1"
"ASIC013943";"AXCK02023468";"1790";"2197";"1"
"ASIC013944";"AXCK02023028";"5219";"5679";"-1"
"ASIC013945";"KI916191";"1782936";"1782761";"-1"
"ASIC021827";"KI916269";"39698";"46689";"1"
"ASIC021926";"KI916269";"46688";"48571";"-1"
"ASIC021937";"KI916269";"48893";"50340";"-1"
"ASIC021948";"KI916269";"54077";"55361";"-1"
"ASIC021970";"KI916269";"75449";"80871";"1"
"ASIC021981";"KI916269";"84463";"86173";"1"
"ASIC021992";"KI916269";"96887";"97455";"-1"
"ASIC021717";"KI916269";"101256";"115494";"1"
"ASIC021728";"KI916269";"116786";"117700";"-1"
"ASIC021739";"KI916269";"119210";"120754";"-1"
"ASIC021750";"KI916269";"124287";"124286";"-1"
"ASIC021761";"KI916269";"132574";"132948";"-1"
"ASIC021772";"KI916269";"134667";"135321";"1"
"ASIC021783";"KI916269";"142783";"143094";"-1"
"ASIC021794";"KI916269";"148769";"149129";"-1"
"ASIC021805";"KI916269";"154998";"153797";"-1"
"ASIC021816";"KI916269";"158591";"159061";"-1"
"ASIC021828";"KI916269";"163410";"163334";"-1"
"ASIC021839";"KI916269";"165441";"165709";"1"
"ASIC021850";"KI916269";"165914";"166563";"-1"
"ASIC021861";"KI916269";"166953";"169310";"-1"
"ASIC021872";"KI916269";"169468";"170419";"-1"
"ASIC021883";"KI916269";"173839";"179100";"-1"
"ASIC021894";"KI916269";"188035";"188621";"1"
"ASIC021905";"KI916269";"188593";"188919";"-1"
"ASIC021916";"KI916269";"190394";"191575";"1"
"ASIC021925";"KI916269";"192215";"192525";"1"
"ASIC021927";"KI916269";"192553";"199010";"1"
"ASIC025355";"KI916269";"222144";"222334";"-1"
"ASIC021929";"KI916269";"228439";"232968";"-1"
"ASIC021930";"KI916269";"237698";"239329";"-1"
"ASIC021931";"KI916269";"248637";"249074";"-1"
"ASIC021933";"KI917135";"44472";"46191";"1"
"ASIC021935";"KI916269";"285223";"287229";"-1"
"ASIC021936";"KI916269";"288193";"298465";"1"
"ASIC021939";"KI916269";"315557";"316014";"-1"
"ASIC021940";"KI917135";"4931";"6186";"1"
"ASIC021941";"KI916269";"336520";"337399";"1"
"ASIC021942";"KI916269";"348328";"348918";"1"
"ASIC021943";"KI916269";"358516";"359885";"-1"
"ASIC021944";"KI916269";"391975";"394012";"1"
"ASIC021946";"KI916269";"405636";"407270";"-1"
"ASIC021947";"KI916269";"413342";"413341";"-1"
"ASIC021949";"KI916269";"415946";"416802";"1"
"ASIC021950";"KI916269";"419386";"420315";"-1"
"ASIC021951";"KI916269";"421639";"422411";"-1"
"ASIC021952";"KI916269";"429236";"431438";"-1"
"ASIC021953";"KI916269";"435956";"436351";"-1"
"ASIC021954";"KI916269";"441468";"442519";"-1"
"ASIC021955";"KI916269";"445486";"445764";"1"
"ASIC021956";"AXCK02018893";"13096";"13554";"1"
"ASIC021958";"KI916269";"490241";"491392";"-1"
"ASIC021960";"KI916269";"515440";"516205";"-1"
"ASIC021961";"KI916269";"534855";"535670";"-1"
"ASIC021962";"KI916269";"546939";"547316";"-1"
"ASIC021963";"KI916269";"561819";"562241";"1"
"ASIC021964";"KI916269";"577058";"578318";"-1"
"ASIC021965";"KI916269";"581567";"582204";"-1"
"ASIC021966";"KI916269";"615065";"615576";"1"
"ASIC021967";"KI916269";"625712";"626318";"-1"
"ASIC021968";"KI916269";"639442";"641182";"1"
"ASIC021969";"KI916269";"642090";"642617";"1"
"ASIC025303";"KI916269";"645274";"645467";"-1"
"ASIC021971";"KI916269";"645863";"646237";"-1"
"ASIC021972";"KI916269";"648068";"648487";"-1"
"ASIC021973";"KI916269";"651781";"652302";"-1"
"ASIC021974";"KI916269";"659269";"659826";"1"
"ASIC021975";"KI916269";"660133";"660489";"1"
"ASIC021976";"KI916269";"662674";"663040";"1"
"ASIC021977";"KI916269";"667214";"667749";"-1"
"ASIC021978";"KI916269";"690462";"691208";"1"
"ASIC021979";"KI916269";"729160";"729655";"-1"
"ASIC021980";"KI916269";"740455";"740885";"1"
"ASIC021982";"KI916269";"756006";"756947";"-1"
"ASIC021983";"KI916269";"758910";"759419";"-1"
"ASIC021984";"KI916269";"778509";"780416";"1"
"ASIC021985";"KI916269";"783150";"784521";"1"
"ASIC021986";"KI916269";"786413";"789393";"1"
"ASIC021987";"KI916215";"1388168";"1388646";"1"
"ASIC021988";"KI916215";"1385197";"1385196";"-1"
"ASIC021989";"KI918992";"2694";"3065";"-1"
"ASIC021991";"KI916269";"834881";"836141";"1"
"ASIC021993";"KI916269";"838602";"837217";"-1"
"ASIC021994";"KI916215";"1348594";"1349868";"1"
"ASIC021995";"KI916215";"1345071";"1347791";"-1"
"ASIC021996";"KI916215";"1334045";"1344567";"1"
"ASIC021997";"KI916269";"872520";"873036";"1"
"ASIC021998";"KI916215";"1312258";"1312842";"-1"
"ASIC021999";"KI916215";"1307166";"1307950";"-1"
"ASIC022000";"KI916215";"1298301";"1298901";"1"
"ASIC022001";"KI916215";"1257155";"1257154";"-1"
"ASIC021718";"KI916215";"1194549";"1194298";"-1"
"ASIC021719";"KI916215";"1186412";"1175157";"-1"
"ASIC021720";"KI916215";"1171968";"1172369";"-1"
"ASIC021721";"KI916215";"1169407";"1168972";"-1"
"ASIC021722";"KI916215";"1166123";"1168363";"-1"
"ASIC021723";"KI916215";"1162911";"1163365";"-1"
"ASIC021724";"KI916215";"1159534";"1162877";"1"
"ASIC021725";"KI916215";"1147705";"1147980";"-1"
"ASIC021726";"KI916215";"1139056";"1139811";"1"
"ASIC021727";"KI916215";"1132093";"1136912";"-1"
"ASIC021729";"AXCK02024294";"705";"1943";"-1"
"ASIC021730";"KI916215";"1107466";"1108863";"1"
"ASIC021731";"KI916215";"1105080";"1105963";"-1"
"ASIC021732";"KI916215";"1100811";"1101662";"-1"
"ASIC021733";"KI916215";"1072740";"1074274";"-1"
"ASIC021734";"KI916215";"1069437";"1069850";"1"
"ASIC021735";"KI916215";"1063834";"1064414";"-1"
"ASIC021736";"AXCK02024961";"2054";"2378";"1"
"ASIC021737";"AXCK02026549";"735";"1094";"1"
"ASIC021738";"AXCK02026765";"768";"1151";"1"
"ASIC021740";"KI916215";"1035960";"1037597";"-1"
"ASIC021741";"KI916215";"1028778";"1028602";"-1"
"ASIC021742";"KI916215";"1019595";"1026086";"1"
"ASIC021743";"KI916215";"1018044";"1018565";"1"
"ASIC021744";"KI916215";"1012339";"1014048";"-1"
"ASIC021745";"KI916215";"1010431";"1011836";"1"
"ASIC021746";"KI916215";"1009353";"1008824";"-1"
"ASIC021747";"KI916215";"1007242";"1008268";"-1"
"ASIC021748";"KI916215";"1006059";"1006878";"1"
"ASIC021749";"KI916215";"1003907";"1004740";"1"
"ASIC021751";"KI916215";"1001860";"1002634";"1"
"ASIC021752";"KI916215";"999555";"1000386";"1"
"ASIC021753";"KI916215";"996799";"997648";"1"
"ASIC021754";"KI916215";"985819";"986595";"-1"
"ASIC021755";"KI916215";"984810";"985652";"-1"
"ASIC021756";"KI916215";"981765";"984794";"1"
"ASIC021757";"KI916215";"978951";"979506";"-1"
"ASIC021758";"KI916215";"976547";"976888";"-1"
"ASIC021760";"KI916215";"953108";"953452";"-1"
"ASIC021762";"KI916215";"947279";"947668";"1"
"ASIC021763";"KI916215";"935585";"935905";"-1"
"ASIC021764";"KI916215";"924784";"926342";"-1"
"ASIC021766";"KI916215";"812323";"812803";"-1"
"ASIC021767";"KI916215";"801466";"802825";"1"
"ASIC021768";"KI916215";"779401";"779179";"-1"
"ASIC021769";"KI916215";"775583";"776332";"1"
"ASIC021770";"KI916215";"768925";"772933";"1"
"ASIC021771";"KI916215";"764367";"764919";"1"
"ASIC021773";"KI916215";"763908";"764231";"-1"
"ASIC021774";"KI916215";"761847";"763870";"-1"
"ASIC021775";"KI916215";"759756";"760578";"-1"
"ASIC021776";"KI916215";"757006";"759415";"-1"
"ASIC021777";"KI916215";"748327";"748902";"-1"
"ASIC021778";"KI916215";"745902";"746347";"1"
"ASIC021779";"KI916215";"739273";"739809";"1"
"ASIC021780";"KI916215";"728689";"734192";"-1"
"ASIC021782";"KI916215";"712402";"713234";"1"
"ASIC021784";"KI916215";"708307";"710131";"1"
"ASIC021785";"KI916215";"684899";"685459";"-1"
"ASIC021786";"KI916215";"667889";"670053";"1"
"ASIC021787";"KI916215";"665391";"665765";"-1"
"ASIC021788";"KI916215";"663240";"663845";"1"
"ASIC021789";"KI916215";"642983";"643252";"1"
"ASIC021790";"KI916215";"639592";"639955";"1"
"ASIC021791";"KI916215";"632104";"632557";"1"
"ASIC021792";"KI916215";"625840";"626413";"1"
"ASIC021793";"KI916215";"606715";"537230";"-1"
"ASIC021795";"KI916215";"532128";"533834";"1"
"ASIC021796";"KI916215";"530565";"531051";"-1"
"ASIC021797";"KI916215";"528798";"529884";"-1"
"ASIC021798";"KI916215";"527021";"528841";"-1"
"ASIC021799";"KI916215";"526649";"527086";"-1"
"ASIC021800";"KI916215";"524666";"526534";"-1"
"ASIC021801";"KI916215";"521233";"523335";"-1"
"ASIC021802";"KI916215";"518520";"519195";"-1"
"ASIC021803";"KI916215";"508977";"513609";"-1"
"ASIC021804";"KI916215";"505634";"507670";"-1"
"ASIC021806";"KI916215";"501113";"503437";"1"
"ASIC021807";"KI916215";"497976";"497825";"-1"
"ASIC021808";"KI916215";"493852";"494997";"1"
"ASIC021809";"KI916215";"475937";"491994";"-1"
"ASIC021810";"KI916215";"474412";"475812";"1"
"ASIC021811";"KI916215";"469687";"472488";"1"
"ASIC021812";"KI916215";"453055";"453567";"-1"
"ASIC021813";"KI916215";"452172";"453107";"-1"
"ASIC021814";"KI916215";"431473";"428324";"-1"
"ASIC021815";"KI916215";"414158";"416585";"-1"
"ASIC021817";"KI916215";"405686";"412337";"-1"
"ASIC021818";"KI916215";"401760";"403735";"-1"
"ASIC021819";"KI916215";"398718";"400468";"-1"
"ASIC021820";"KI916215";"380450";"380951";"-1"
"ASIC021821";"KI916215";"379892";"380563";"-1"
"ASIC021822";"KI916215";"378243";"378783";"1"
"ASIC021823";"KI916215";"376015";"377751";"1"
"ASIC021824";"KI916215";"371742";"372640";"-1"
"ASIC021825";"KI916215";"369611";"370459";"-1"
"ASIC021826";"KI916215";"364909";"365357";"-1"
"ASIC021829";"KI916215";"362652";"363167";"1"
"ASIC021830";"KI916215";"348061";"348456";"1"
"ASIC021831";"KI916215";"314727";"315156";"1"
"ASIC021832";"KI916215";"306710";"306562";"-1"
"ASIC021833";"KI916215";"298361";"298810";"1"
"ASIC021834";"KI916215";"292255";"294353";"1"
"ASIC021835";"KI916215";"260951";"279790";"1"
"ASIC021836";"KI916215";"231809";"232393";"1"
"ASIC021837";"KI916215";"217428";"218062";"1"
"ASIC021838";"KI916215";"208953";"210131";"1"
"ASIC021840";"KI916215";"205894";"206238";"1"
"ASIC021841";"KI916215";"198028";"198756";"1"
"ASIC021842";"KI916215";"184777";"185053";"-1"
"ASIC021843";"KI916215";"181218";"181727";"1"
"ASIC021844";"KI916215";"159382";"161406";"1"
"ASIC021845";"KI916215";"156601";"157095";"1"
"ASIC021846";"KI916215";"153969";"154893";"1"
"ASIC021847";"KI916215";"147314";"147737";"1"
"ASIC021848";"KI916215";"144592";"145332";"1"
"ASIC021849";"KI916215";"119719";"120262";"-1"
"ASIC021852";"AXCK02018418";"4143";"4532";"-1"
"ASIC021853";"AXCK02018418";"3074";"3453";"-1"
"ASIC021854";"KI916215";"55635";"56440";"-1"
"ASIC021855";"KI916215";"49211";"49520";"1"
"ASIC021856";"KI916215";"43876";"44257";"-1"
"ASIC021857";"KI916215";"43296";"43848";"1"
"ASIC021858";"KI916215";"38765";"39844";"1"
"ASIC021859";"KI916215";"38018";"38449";"1"
"ASIC021860";"KI916191";"2607209";"2608527";"-1"
"ASIC021862";"KI916191";"2603634";"2606379";"1"
"ASIC021863";"KI916215";"20408";"21459";"-1"
"ASIC021864";"KI916215";"17040";"20402";"1"
"ASIC021865";"KI916215";"16099";"16662";"-1"
"ASIC021866";"KI916215";"11508";"15951";"1"
"ASIC021867";"KI916215";"10524";"11131";"-1"
"ASIC021868";"KI916215";"5940";"10601";"1"
"ASIC021869";"KI916215";"4483";"5545";"1"
"ASIC021870";"AXCK02024652";"667";"2517";"1"
"ASIC021871";"KI916191";"2570364";"2573333";"-1"
"ASIC021873";"KI916191";"2568712";"2570414";"1"
"ASIC021874";"KI916191";"2565161";"2567152";"1"
"ASIC021875";"KI916191";"2563449";"2564074";"1"
"ASIC021876";"KI916191";"2562615";"2563102";"-1"
"ASIC021877";"KI916191";"2559994";"2560936";"1"
"ASIC021878";"KI916191";"2548604";"2558289";"1"
"ASIC021879";"KI916191";"2536835";"2537264";"1"
"ASIC021880";"KI916191";"2523834";"2525635";"-1"
"ASIC021881";"KI916191";"2522789";"2523676";"1"
"ASIC021882";"AXCK02027035";"1146";"1727";"-1"
"ASIC021884";"KI916191";"2505299";"2506971";"1"
"ASIC021885";"KI916191";"2500734";"2501208";"-1"
"ASIC021887";"KI916191";"2488063";"2491263";"-1"
"ASIC021888";"KI916191";"2481334";"2484570";"1"
"ASIC021889";"KI916191";"2477336";"2480723";"-1"
"ASIC021890";"KI916191";"2469318";"2471039";"-1"
"ASIC021891";"KI916191";"2465805";"2466998";"1"
"ASIC021893";"KI916191";"2443752";"2444267";"-1"
"ASIC021895";"KI916191";"2440820";"2441806";"-1"
"ASIC021896";"KI916191";"2438756";"2439756";"-1"
"ASIC021897";"KI916191";"2430411";"2437282";"-1"
"ASIC021899";"KI916191";"2423656";"2425043";"1"
"ASIC021901";"KI916191";"2415892";"2417019";"-1"
"ASIC021902";"KI916191";"2414474";"2415607";"1"
"ASIC021903";"KI916191";"2407263";"2412626";"1"
"ASIC021904";"KI916191";"2401630";"2402883";"-1"
"ASIC021906";"KI916191";"2397348";"2401343";"1"
"ASIC021907";"KI916191";"2394640";"2395143";"1"
"ASIC021908";"KI916191";"2391178";"2391652";"1"
"ASIC021909";"KI916191";"2383481";"2384441";"1"
"ASIC021910";"KI916191";"2378036";"2380405";"1"
"ASIC021911";"KI916191";"2370131";"2370418";"-1"
"ASIC021912";"KI916191";"2368463";"2368921";"1"
"ASIC021913";"KI916191";"2367725";"2368009";"1"
"ASIC021914";"KI916191";"2362860";"2363670";"-1"
"ASIC021915";"KI916191";"2341229";"2342136";"1"
"ASIC021917";"KI916191";"2335205";"2336372";"1"
"ASIC021918";"KI916191";"2333075";"2333928";"1"
"ASIC021920";"KI916191";"2324743";"2325094";"-1"
"ASIC021921";"KI916191";"2322552";"2323621";"1"
"ASIC021923";"KI916191";"2281005";"2284621";"-1"
"ASIC021924";"KI916191";"2277822";"2279921";"1"
"ASIC010899";"KI917235";"21226";"21605";"-1"
"ASIC010903";"KI916199";"66538";"67225";"-1"
"ASIC010904";"KI916199";"83030";"87642";"1"
"ASIC010905";"KI916199";"112497";"113229";"1"
"ASIC010878";"KI916199";"160041";"158238";"-1"
"ASIC010880";"KI916199";"181496";"191163";"-1"
"ASIC010881";"KI916199";"205978";"207210";"-1"
"ASIC010882";"KI916199";"208648";"209199";"1"
"ASIC010883";"KI916199";"209097";"212030";"1"
"ASIC010884";"KI916199";"239438";"245152";"1"
"ASIC025254";"KI916199";"336558";"336761";"1"
"ASIC025353";"KI916199";"336558";"336761";"-1"
"ASIC010885";"KI916199";"367331";"387553";"1"
"ASIC010887";"KI916199";"529108";"529413";"1"
"ASIC010889";"KI916199";"631095";"631421";"-1"
"ASIC010890";"KI916199";"632753";"633550";"1"
"ASIC010891";"KI916199";"670803";"682335";"1"
"ASIC010892";"KI916199";"717144";"718999";"-1"
"ASIC025330";"KI916199";"764579";"764775";"-1"
"ASIC025335";"KI916199";"764580";"764774";"1"
"ASIC010894";"KI916199";"775776";"776330";"-1"
"ASIC010895";"KI916199";"784018";"796657";"1"
"ASIC010896";"KI916199";"815556";"816125";"1"
"ASIC010897";"KI916199";"819398";"822927";"1"
"ASIC010898";"KI916199";"829098";"829549";"1"
"ASIC013876";"KI916748";"48693";"49728";"-1"
"ASIC013898";"KI916287";"783796";"784100";"-1"
"ASIC013909";"KI916287";"782418";"782857";"-1"
"ASIC013917";"KI916287";"781752";"782300";"-1"
"ASIC013918";"KI916287";"745618";"746328";"-1"
"ASIC013919";"KI916287";"744525";"745610";"1"
"ASIC013920";"KI916287";"743521";"744255";"-1"
"ASIC013877";"KI916287";"739538";"740324";"-1"
"ASIC013878";"KI916287";"737715";"738262";"-1"
"ASIC013879";"KI916287";"728228";"730761";"-1"
"ASIC013880";"KI916287";"721748";"723346";"-1"
"ASIC013881";"KI916287";"721053";"721801";"1"
"ASIC013882";"KI916287";"717534";"718324";"1"
"ASIC013883";"KI916287";"715160";"715576";"-1"
"ASIC013884";"KI916287";"700215";"703257";"-1"
"ASIC013885";"KI916287";"688369";"688695";"-1"
"ASIC013886";"KI916287";"682519";"682466";"-1"
"ASIC013888";"KI916287";"673309";"676824";"-1"
"ASIC013889";"KI916287";"650123";"649333";"-1"
"ASIC013890";"KI916287";"641866";"644236";"-1"
"ASIC013891";"KI916287";"637924";"638377";"-1"
"ASIC013892";"KI916287";"609318";"610549";"-1"
"ASIC013893";"KI916287";"598074";"599991";"-1"
"ASIC013894";"KI916287";"591501";"592459";"-1"
"ASIC013895";"KI916287";"586401";"587036";"-1"
"ASIC013896";"KI916287";"581611";"582806";"1"
"ASIC013897";"KI916287";"566584";"577628";"-1"
"ASIC013899";"KI916287";"563105";"563558";"1"
"ASIC013900";"KI916287";"560670";"562291";"1"
"ASIC013901";"KI916287";"557213";"559983";"1"
"ASIC013902";"KI916287";"552522";"555453";"-1"
"ASIC013903";"KI916287";"549219";"552618";"-1"
"ASIC013905";"KI916287";"497627";"500330";"1"
"ASIC013906";"KI916287";"472851";"473744";"-1"
"ASIC013907";"KI916287";"468247";"470974";"1"
"ASIC013908";"KI916287";"450313";"451971";"-1"
"ASIC013910";"KI916287";"448225";"449687";"1"
"ASIC013913";"KI916287";"438428";"440002";"-1"
"ASIC013914";"KI916287";"436296";"437764";"1"
"ASIC013915";"KI916287";"423256";"433332";"1"
"ASIC012692";"KI916272";"764240";"763068";"-1"
"ASIC012703";"KI916272";"740372";"741118";"-1"
"ASIC012714";"KI916272";"719715";"720912";"1"
"ASIC012725";"KI916272";"677302";"678526";"-1"
"ASIC012736";"KI916272";"662012";"675548";"1"
"ASIC012747";"KI916272";"656502";"657753";"1"
"ASIC012754";"KI916272";"653870";"655081";"1"
"ASIC012755";"KI916272";"651236";"652859";"1"
"ASIC012693";"KI916272";"628667";"637039";"1"
"ASIC012694";"KI916272";"610723";"611000";"1"
"ASIC012695";"KI916272";"564401";"569823";"1"
"ASIC012696";"KI916272";"539931";"560141";"1"
"ASIC012697";"KI916272";"527083";"530652";"1"
"ASIC012698";"KI916272";"525556";"526721";"1"
"ASIC012699";"KI916272";"524666";"525388";"-1"
"ASIC012700";"KI916272";"521761";"523054";"1"
"ASIC012701";"KI916272";"520099";"521386";"1"
"ASIC012702";"KI916272";"513201";"519935";"1"
"ASIC012704";"KI916272";"509658";"512126";"-1"
"ASIC012705";"KI916272";"505198";"509395";"1"
"ASIC012706";"KI916272";"498921";"501099";"-1"
"ASIC012707";"KI916272";"487592";"487469";"-1"
"ASIC012708";"KI916272";"479970";"483170";"1"
"ASIC012709";"KI916272";"475316";"476601";"1"
"ASIC012710";"KI916272";"474168";"474921";"1"
"ASIC012711";"KI916272";"471006";"470942";"-1"
"ASIC012712";"KI916272";"465916";"466548";"-1"
"ASIC012713";"KI916272";"462379";"464403";"-1"
"ASIC012715";"KI916272";"455098";"456292";"-1"
"ASIC025013";"KI916272";"454649";"454845";"-1"
"ASIC025319";"KI916272";"454116";"454307";"-1"
"ASIC012716";"KI916272";"453505";"453839";"-1"
"ASIC025431";"KI916272";"452646";"452848";"1"
"ASIC012717";"KI916272";"452007";"452306";"1"
"ASIC012718";"KI916272";"445624";"446079";"-1"
"ASIC012719";"KI916272";"441263";"441576";"-1"
"ASIC012720";"KI916272";"435574";"438096";"1"
"ASIC012721";"KI916272";"433923";"435112";"1"
"ASIC012722";"KI916272";"426925";"426494";"-1"
"ASIC012723";"KI916272";"417793";"418843";"-1"
"ASIC012724";"KI916272";"416696";"415117";"-1"
"ASIC012726";"KI916272";"398101";"398663";"1"
"ASIC012727";"KI916272";"395824";"396932";"1"
"ASIC012728";"KI916272";"385233";"394291";"1"
"ASIC012729";"KI916272";"368819";"370452";"-1"
"ASIC012730";"KI916272";"358979";"359569";"-1"
"ASIC012731";"KI916272";"356811";"357595";"1"
"ASIC012732";"KI916272";"350607";"352673";"-1"
"ASIC012733";"KI916272";"325675";"325947";"-1"
"ASIC012734";"KI916272";"300583";"300918";"1"
"ASIC012735";"KI916272";"279188";"273180";"-1"
"ASIC012737";"KI916272";"261456";"270772";"1"
"ASIC012738";"KI916272";"242379";"242906";"1"
"ASIC012739";"AXCK02019234";"9991";"10266";"-1"
"ASIC012740";"KI916272";"211523";"211907";"1"
"ASIC012741";"KI916272";"182533";"182814";"-1"
"ASIC012742";"KI916272";"177779";"178095";"1"
"ASIC012743";"KI916272";"151060";"152610";"-1"
"ASIC012744";"KI916272";"107893";"109093";"-1"
"ASIC012745";"KI916272";"102785";"103976";"-1"
"ASIC012746";"KI916272";"94246";"93371";"-1"
"ASIC012748";"KI916272";"82241";"82085";"-1"
"ASIC012749";"KI916272";"47109";"48438";"-1"
"ASIC012750";"KI916272";"44809";"45121";"1"
"ASIC012751";"KI916272";"42987";"44141";"1"
"ASIC012752";"KI916272";"35506";"36464";"1"
"ASIC012753";"KI916272";"3569";"2970";"-1"
"ASIC005071";"KI916503";"63570";"73542";"1"
"ASIC005082";"KI916503";"76050";"75197";"-1"
"ASIC005093";"KI917283";"17938";"18753";"1"
"ASIC004960";"KI916433";"282491";"284912";"1"
"ASIC004971";"KI916433";"280881";"281949";"-1"
"ASIC004982";"KI916433";"279114";"280741";"-1"
"ASIC004993";"KI916433";"276736";"278286";"-1"
"ASIC005004";"KI916503";"128033";"128779";"1"
"ASIC005014";"KI916503";"247206";"247703";"1"
"ASIC005015";"KI916503";"255608";"256003";"1"
"ASIC005017";"KI916433";"119154";"119753";"-1"
"ASIC005018";"AXCK02025658";"2087";"2269";"1"
"ASIC005021";"KI916654";"176879";"178596";"-1"
"ASIC005023";"KI916654";"145254";"147191";"1"
"ASIC005024";"KI916654";"141340";"144588";"-1"
"ASIC005025";"KI917368";"7230";"8176";"-1"
"ASIC005026";"KI916679";"88518";"90444";"-1"
"ASIC005028";"KI916679";"91423";"110845";"1"
"ASIC005034";"KI916502";"79685";"80064";"-1"
"ASIC005036";"KI919018";"1516";"3917";"1"
"ASIC005037";"KI916502";"210159";"216200";"1"
"ASIC005041";"KI919018";"1541";"1798";"1"
"ASIC005044";"KI916186";"2834037";"2835196";"-1"
"ASIC005045";"KI916186";"2831654";"2834116";"1"
"ASIC005046";"KI916186";"2829109";"2830583";"-1"
"ASIC005047";"KI916186";"2828392";"2829051";"1"
"ASIC005050";"KI916598";"64264";"65619";"1"
"ASIC005051";"KI916598";"65951";"68527";"-1"
"ASIC005052";"KI916598";"73158";"75425";"1"
"ASIC005054";"KI916186";"2795393";"2798895";"1"
"ASIC005055";"KI916186";"2789843";"2791081";"-1"
