"";"AsinS2_geneID";"AsinC2_geneID"
"ASIC021950";"ASIS012473";"ASIC021950"
"ASIC0219511";"ASIS000228";"ASIC021951"
"ASIC0219512";"ASIS010304";"ASIC021951"
"ASIC0219521";"ASIS010304";"ASIC021952"
"ASIC0219522";"ASIS021981";"ASIC021952"
"ASIC021953";"ASIS021981";"ASIC021953"
"ASIC021954";"ASIS021981";"ASIC021954"
"ASIC021960";"ASIS021769";"ASIC021960"
"ASIC021961";"ASIS004498";"ASIC021961"
"ASIC025303";"ASIS023814";"ASIC025303"
"ASIC021984";"ASIS002533";"ASIC021984"
"ASIC021986";"ASIS005726";"ASIC021986"
"ASIC021987";"ASIS007948";"ASIC021987"
"ASIC021991";"ASIS019864";"ASIC021991"
"ASIC021994";"ASIS000331";"ASIC021994"
"ASIC0219951";"ASIS000331";"ASIC021995"
"ASIC0219952";"ASIS001584";"ASIC021995"
"ASIC021720";"ASIS020863";"ASIC021720"
"ASIC021722";"ASIS020863";"ASIC021722"
"ASIC021724";"ASIS006833";"ASIC021724"
"ASIC021727";"ASIS008877";"ASIC021727"
"ASIC021729";"ASIS014898";"ASIC021729"
"ASIC021731";"ASIS022899";"ASIC021731"
"ASIC021732";"ASIS022899";"ASIC021732"
"ASIC0217401";"ASIS001132";"ASIC021740"
"ASIC0217402";"ASIS022022";"ASIC021740"
"ASIC021742";"ASIS020159";"ASIC021742"
"ASIC021744";"ASIS012235";"ASIC021744"
"ASIC0217451";"ASIS012235";"ASIC021745"
"ASIC0217452";"ASIS022574";"ASIC021745"
"ASIC021747";"ASIS016817";"ASIC021747"
"ASIC0217481";"ASIS009321";"ASIC021748"
"ASIC0217482";"ASIS021956";"ASIC021748"
"ASIC0217491";"ASIS009321";"ASIC021749"
"ASIC0217492";"ASIS011756";"ASIC021749"
"ASIC0217511";"ASIS002633";"ASIC021751"
"ASIC0217512";"ASIS016514";"ASIC021751"
"ASIC0217521";"ASIS016514";"ASIC021752"
"ASIC0217522";"ASIS017690";"ASIC021752"
"ASIC0217531";"ASIS014455";"ASIC021753"
"ASIC0217532";"ASIS017886";"ASIC021753"
"ASIC021754";"ASIS000702";"ASIC021754"
"ASIC0217551";"ASIS003259";"ASIC021755"
"ASIC0217552";"ASIS019182";"ASIC021755"
"ASIC021756";"ASIS019182";"ASIC021756"
"ASIC021767";"ASIS002184";"ASIC021767"
"ASIC021769";"ASIS003497";"ASIC021769"
"ASIC021770";"ASIS011111";"ASIC021770"
"ASIC021771";"ASIS020023";"ASIC021771"
"ASIC021773";"ASIS020023";"ASIC021773"
"ASIC021774";"ASIS013855";"ASIC021774"
"ASIC021775";"ASIS015114";"ASIC021775"
"ASIC021776";"ASIS006874";"ASIC021776"
"ASIC021777";"ASIS000744";"ASIC021777"
"ASIC021778";"ASIS000744";"ASIC021778"
"ASIC021779";"ASIS000744";"ASIC021779"
"ASIC0217801";"ASIS000744";"ASIC021780"
"ASIC0217802";"ASIS018195";"ASIC021780"
"ASIC021782";"ASIS014917";"ASIC021782"
"ASIC021784";"ASIS014693";"ASIC021784"
"ASIC021795";"ASIS022098";"ASIC021795"
"ASIC021797";"ASIS021564";"ASIC021797"
"ASIC021798";"ASIS021564";"ASIC021798"
"ASIC021799";"ASIS021564";"ASIC021799"
"ASIC021800";"ASIS021564";"ASIC021800"
"ASIC021801";"ASIS016585";"ASIC021801"
"ASIC021802";"ASIS015529";"ASIC021802"
"ASIC021803";"ASIS019602";"ASIC021803"
"ASIC021804";"ASIS016403";"ASIC021804"
"ASIC021806";"ASIS010765";"ASIC021806"
"ASIC021808";"ASIS003377";"ASIC021808"
"ASIC021809";"ASIS016124";"ASIC021809"
"ASIC021810";"ASIS007612";"ASIC021810"
"ASIC021811";"ASIS021881";"ASIC021811"
"ASIC021815";"ASIS013818";"ASIC021815"
"ASIC021817";"ASIS020288";"ASIC021817"
"ASIC021818";"ASIS018161";"ASIC021818"
"ASIC021820";"ASIS023614";"ASIC021820"
"ASIC021821";"ASIS023614";"ASIC021821"
"ASIC021822";"ASIS015109";"ASIC021822"
"ASIC021823";"ASIS008394";"ASIC021823"
"ASIC021824";"ASIS003364";"ASIC021824"
"ASIC021825";"ASIS002707";"ASIC021825"
"ASIC0218351";"ASIS010360";"ASIC021835"
"ASIC0218352";"ASIS012904";"ASIC021835"
"ASIC021858";"ASIS014319";"ASIC021858"
"ASIC021859";"ASIS013250";"ASIC021859"
"ASIC0218601";"ASIS016951";"ASIC021860"
"ASIC0218602";"ASIS023726";"ASIC021860"
"ASIC021862";"ASIS023726";"ASIC021862"
"ASIC021863";"ASIS013280";"ASIC021863"
"ASIC021864";"ASIS007341";"ASIC021864"
"ASIC021865";"ASIS020552";"ASIC021865"
"ASIC021866";"ASIS004977";"ASIC021866"
"ASIC021867";"ASIS010723";"ASIC021867"
"ASIC0218681";"ASIS010723";"ASIC021868"
"ASIC0218682";"ASIS021960";"ASIC021868"
"ASIC021869";"ASIS021960";"ASIC021869"
"ASIC021870";"ASIS009678";"ASIC021870"
"ASIC0218711";"ASIS007431";"ASIC021871"
"ASIC0218712";"ASIS014501";"ASIC021871"
"ASIC021873";"ASIS014501";"ASIC021873"
"ASIC021874";"ASIS005963";"ASIC021874"
"ASIC021875";"ASIS005963";"ASIC021875"
"ASIC021876";"ASIS005963";"ASIC021876"
"ASIC021877";"ASIS005963";"ASIC021877"
"ASIC021878";"ASIS005963";"ASIC021878"
"ASIC021879";"ASIS007263";"ASIC021879"
"ASIC0218801";"ASIS006947";"ASIC021880"
"ASIC0218802";"ASIS012708";"ASIC021880"
"ASIC021881";"ASIS012708";"ASIC021881"
"ASIC021882";"ASIS019778";"ASIC021882"
"ASIC021884";"ASIS020442";"ASIC021884"
"ASIC021885";"ASIS020442";"ASIC021885"
"ASIC021887";"ASIS007211";"ASIC021887"
"ASIC021888";"ASIS019658";"ASIC021888"
"ASIC021890";"ASIS000266";"ASIC021890"
"ASIC021891";"ASIS015670";"ASIC021891"
"ASIC021893";"ASIS022737";"ASIC021893"
"ASIC021896";"ASIS023043";"ASIC021896"
"ASIC021897";"ASIS023043";"ASIC021897"
"ASIC0218991";"ASIS018212";"ASIC021899"
"ASIC0218992";"ASIS023989";"ASIC021899"
"ASIC021901";"ASIS023380";"ASIC021901"
"ASIC021902";"ASIS015869";"ASIC021902"
"ASIC021903";"ASIS011918";"ASIC021903"
"ASIC021904";"ASIS006629";"ASIC021904"
"ASIC021906";"ASIS014529";"ASIC021906"
"ASIC0219201";"ASIS019632";"ASIC021920"
"ASIC0219202";"ASIS021793";"ASIC021920"
"ASIC0219211";"ASIS000665";"ASIC021921"
"ASIC0219212";"ASIS019632";"ASIC021921"
"ASIC021923";"ASIS021413";"ASIC021923"
"ASIC021924";"ASIS004813";"ASIC021924"
"ASIC010904";"ASIS012547";"ASIC010904"
"ASIC010905";"ASIS002406";"ASIC010905"
"ASIC010880";"ASIS016837";"ASIC010880"
"ASIC0108811";"ASIS019816";"ASIC010881"
"ASIC0108812";"ASIS023758";"ASIC010881"
"ASIC010882";"ASIS018130";"ASIC010882"
"ASIC010883";"ASIS018130";"ASIC010883"
"ASIC010884";"ASIS020073";"ASIC010884"
"ASIC0252541";"ASIS024050";"ASIC025254"
"ASIC0252542";"ASIS024170";"ASIC025254"
"ASIC0253531";"ASIS024050";"ASIC025353"
"ASIC0253532";"ASIS024170";"ASIC025353"
"ASIC010885";"ASIS001523";"ASIC010885"
"ASIC010891";"ASIS016976";"ASIC010891"
"ASIC010892";"ASIS015949";"ASIC010892"
"ASIC0253301";"ASIS023905";"ASIC025330"
"ASIC0253302";"ASIS024012";"ASIC025330"
"ASIC0253351";"ASIS023905";"ASIC025335"
"ASIC0253352";"ASIS024012";"ASIC025335"
"ASIC010895";"ASIS010184";"ASIC010895"
"ASIC010897";"ASIS010124";"ASIC010897"
"ASIC013876";"ASIS012656";"ASIC013876"
"ASIC013918";"ASIS010900";"ASIC013918"
"ASIC013919";"ASIS002337";"ASIC013919"
"ASIC013920";"ASIS005907";"ASIC013920"
"ASIC013877";"ASIS021056";"ASIC013877"
"ASIC013878";"ASIS001762";"ASIC013878"
"ASIC013879";"ASIS007275";"ASIC013879"
"ASIC013882";"ASIS001945";"ASIC013882"
"ASIC013884";"ASIS005345";"ASIC013884"
"ASIC013888";"ASIS015179";"ASIC013888"
"ASIC013890";"ASIS004337";"ASIC013890"
"ASIC013892";"ASIS005542";"ASIC013892"
"ASIC013893";"ASIS008219";"ASIC013893"
"ASIC013894";"ASIS003828";"ASIC013894"
"ASIC013895";"ASIS010116";"ASIC013895"
"ASIC013896";"ASIS017718";"ASIC013896"
"ASIC013897";"ASIS011517";"ASIC013897"
"ASIC013899";"ASIS003909";"ASIC013899"
"ASIC013900";"ASIS006679";"ASIC013900"
"ASIC013901";"ASIS006772";"ASIC013901"
"ASIC013902";"ASIS008295";"ASIC013902"
"ASIC013903";"ASIS008295";"ASIC013903"
"ASIC013905";"ASIS004871";"ASIC013905"
"ASIC0139061";"ASIS013128";"ASIC013906"
"ASIC0139062";"ASIS014222";"ASIC013906"
"ASIC013907";"ASIS013128";"ASIC013907"
"ASIC013908";"ASIS009068";"ASIC013908"
"ASIC013910";"ASIS021448";"ASIC013910"
"ASIC013913";"ASIS006588";"ASIC013913"
"ASIC0139141";"ASIS006588";"ASIC013914"
"ASIC0139142";"ASIS008732";"ASIC013914"
"ASIC0139151";"ASIS007563";"ASIC013915"
"ASIC0139152";"ASIS011671";"ASIC013915"
"ASIC0127141";"ASIS006117";"ASIC012714"
"ASIC0127142";"ASIS017604";"ASIC012714"
"ASIC012725";"ASIS011075";"ASIC012725"
"ASIC012736";"ASIS022936";"ASIC012736"
"ASIC012747";"ASIS022936";"ASIC012747"
"ASIC012754";"ASIS015996";"ASIC012754"
"ASIC012755";"ASIS008775";"ASIC012755"
"ASIC012693";"ASIS007691";"ASIC012693"
"ASIC0126951";"ASIS004146";"ASIC012695"
"ASIC0126952";"ASIS014129";"ASIC012695"
"ASIC012696";"ASIS008971";"ASIC012696"
"ASIC012697";"ASIS021695";"ASIC012697"
"ASIC012698";"ASIS021695";"ASIC012698"
"ASIC0126991";"ASIS017897";"ASIC012699"
"ASIC0126992";"ASIS022575";"ASIC012699"
"ASIC012700";"ASIS017897";"ASIC012700"
"ASIC012701";"ASIS017897";"ASIC012701"
"ASIC012702";"ASIS017897";"ASIC012702"
"ASIC0127041";"ASIS014829";"ASIC012704"
"ASIC0127042";"ASIS017897";"ASIC012704"
"ASIC012705";"ASIS017897";"ASIC012705"
"ASIC012706";"ASIS018403";"ASIC012706"
"ASIC012708";"ASIS020516";"ASIC012708"
"ASIC012709";"ASIS003403";"ASIC012709"
"ASIC0127121";"ASIS002114";"ASIC012712"
"ASIC0127122";"ASIS002901";"ASIC012712"
"ASIC012715";"ASIS018037";"ASIC012715"
"ASIC025013";"ASIS024251";"ASIC025013"
"ASIC025319";"ASIS024069";"ASIC025319"
"ASIC025431";"ASIS023885";"ASIC025431"
"ASIC012718";"ASIS006446";"ASIC012718"
"ASIC012719";"ASIS006446";"ASIC012719"
"ASIC012720";"ASIS003448";"ASIC012720"
"ASIC012721";"ASIS003448";"ASIC012721"
"ASIC012723";"ASIS022436";"ASIC012723"
"ASIC012727";"ASIS013822";"ASIC012727"
"ASIC012728";"ASIS013822";"ASIC012728"
"ASIC0127371";"ASIS008758";"ASIC012737"
"ASIC0127372";"ASIS022974";"ASIC012737"
"ASIC0127373";"ASIS023617";"ASIC012737"
"ASIC012738";"ASIS013563";"ASIC012738"
"ASIC012739";"ASIS020292";"ASIC012739"
"ASIC012744";"ASIS015205";"ASIC012744"
"ASIC012745";"ASIS015205";"ASIC012745"
"ASIC012749";"ASIS020099";"ASIC012749"
"ASIC012750";"ASIS020099";"ASIC012750"
"ASIC012751";"ASIS016696";"ASIC012751"
"ASIC012752";"ASIS016696";"ASIC012752"
"ASIC005071";"ASIS001534";"ASIC005071"
"ASIC004960";"ASIS022786";"ASIC004960"
"ASIC004971";"ASIS004524";"ASIC004971"
"ASIC004982";"ASIS011162";"ASIC004982"
"ASIC004993";"ASIS012351";"ASIC004993"
"ASIC005021";"ASIS019717";"ASIC005021"
"ASIC005023";"ASIS007587";"ASIC005023"
"ASIC005024";"ASIS012324";"ASIC005024"
"ASIC005025";"ASIS005017";"ASIC005025"
"ASIC005028";"ASIS010239";"ASIC005028"
"ASIC0050441";"ASIS006929";"ASIC005044"
"ASIC0050442";"ASIS014537";"ASIC005044"
"ASIC0050451";"ASIS006929";"ASIC005045"
"ASIC0050452";"ASIS014537";"ASIC005045"
"ASIC005046";"ASIS022962";"ASIC005046"
"ASIC0050501";"ASIS015767";"ASIC005050"
"ASIC0050502";"ASIS022122";"ASIC005050"
"ASIC005051";"ASIS015767";"ASIC005051"
"ASIC005052";"ASIS021660";"ASIC005052"
"ASIC005054";"ASIS010884";"ASIC005054"
"ASIC005055";"ASIS018102";"ASIC005055"
"ASIC0050561";"ASIS004500";"ASIC005056"
"ASIC0050562";"ASIS008087";"ASIC005056"
"ASIC005057";"ASIS004500";"ASIC005057"
"ASIC005058";"ASIS016252";"ASIC005058"
"ASIC005063";"ASIS014417";"ASIC005063"
"ASIC005064";"ASIS018437";"ASIC005064"
"ASIC005068";"ASIS003429";"ASIC005068"
"ASIC005069";"ASIS013755";"ASIC005069"
"ASIC005070";"ASIS013366";"ASIC005070"
"ASIC005072";"ASIS020218";"ASIC005072"
"ASIC005074";"ASIS013437";"ASIC005074"
"ASIC005075";"ASIS005972";"ASIC005075"
"ASIC005081";"ASIS019149";"ASIC005081"
"ASIC005083";"ASIS009852";"ASIC005083"
"ASIC005084";"ASIS010466";"ASIC005084"
"ASIC005086";"ASIS021468";"ASIC005086"
"ASIC005088";"ASIS012278";"ASIC005088"
"ASIC0050891";"ASIS001448";"ASIC005089"
"ASIC0050892";"ASIS022180";"ASIC005089"
"ASIC005091";"ASIS005270";"ASIC005091"
"ASIC005095";"ASIS019740";"ASIC005095"
"ASIC005096";"ASIS006464";"ASIC005096"
"ASIC005097";"ASIS013415";"ASIC005097"
"ASIC005098";"ASIS001839";"ASIC005098"
"ASIC0050991";"ASIS001839";"ASIC005099"
"ASIC0050992";"ASIS019463";"ASIC005099"
"ASIC005101";"ASIS002786";"ASIC005101"
"ASIC005102";"ASIS011697";"ASIC005102"
"ASIC004951";"ASIS009368";"ASIC004951"
"ASIC004954";"ASIS001889";"ASIC004954"
"ASIC004955";"ASIS005357";"ASIC004955"
"ASIC004957";"ASIS016076";"ASIC004957"
"ASIC004963";"ASIS000743";"ASIC004963"
"ASIC004965";"ASIS001708";"ASIC004965"
"ASIC004970";"ASIS015027";"ASIC004970"
"ASIC004972";"ASIS015692";"ASIC004972"
"ASIC004973";"ASIS007067";"ASIC004973"
"ASIC004974";"ASIS014012";"ASIC004974"
"ASIC004975";"ASIS008764";"ASIC004975"
"ASIC004976";"ASIS009233";"ASIC004976"
"ASIC0049771";"ASIS011308";"ASIC004977"
"ASIC0049772";"ASIS021184";"ASIC004977"
"ASIC0049781";"ASIS011308";"ASIC004978"
"ASIC0049782";"ASIS021184";"ASIC004978"
"ASIC0049791";"ASIS013726";"ASIC004979"
"ASIC0049792";"ASIS015393";"ASIC004979"
"ASIC004980";"ASIS015393";"ASIC004980"
"ASIC0049811";"ASIS005473";"ASIC004981"
"ASIC0049812";"ASIS015393";"ASIC004981"
"ASIC0049831";"ASIS019512";"ASIC004983"
"ASIC0049832";"ASIS022608";"ASIC004983"
"ASIC004984";"ASIS022608";"ASIC004984"
"ASIC004985";"ASIS022608";"ASIC004985"
"ASIC004986";"ASIS008889";"ASIC004986"
"ASIC0049871";"ASIS008889";"ASIC004987"
"ASIC0049872";"ASIS022171";"ASIC004987"
"ASIC004988";"ASIS022171";"ASIC004988"
"ASIC004998";"ASIS023279";"ASIC004998"
"ASIC005000";"ASIS011895";"ASIC005000"
"ASIC005002";"ASIS019857";"ASIC005002"
"ASIC005003";"ASIS004027";"ASIC005003"
"ASIC005005";"ASIS011566";"ASIC005005"
"ASIC017500";"ASIS002438";"ASIC017500"
"ASIC017511";"ASIS002106";"ASIC017511"
"ASIC025245";"ASIS024283";"ASIC025245"
"ASIC017461";"ASIS017150";"ASIC017461"
"ASIC017465";"ASIS015243";"ASIC017465"
"ASIC025292";"ASIS024021";"ASIC025292"
"ASIC025021";"ASIS024089";"ASIC025021"
"ASIC025018";"ASIS024089";"ASIC025018"
"ASIC025119";"ASIS023842";"ASIC025119"
"ASIC025331";"ASIS023863";"ASIC025331"
"ASIC025139";"ASIS024085";"ASIC025139"
"ASIC025210";"ASIS024181";"ASIC025210"
"ASIC017499";"ASIS011886";"ASIC017499"
"ASIC017501";"ASIS015557";"ASIC017501"
"ASIC0175121";"ASIS009183";"ASIC017512"
"ASIC0175122";"ASIS022628";"ASIC017512"
"ASIC017513";"ASIS022628";"ASIC017513"
"ASIC017520";"ASIS007102";"ASIC017520"
"ASIC017521";"ASIS018830";"ASIC017521"
"ASIC0175341";"ASIS021255";"ASIC017534"
"ASIC0175342";"ASIS022158";"ASIC017534"
"ASIC017535";"ASIS008373";"ASIC017535"
"ASIC017536";"ASIS005537";"ASIC017536"
"ASIC017539";"ASIS005212";"ASIC017539"
"ASIC017541";"ASIS002560";"ASIC017541"
"ASIC017549";"ASIS009395";"ASIC017549"
"ASIC017550";"ASIS009395";"ASIC017550"
"ASIC017453";"ASIS020377";"ASIC017453"
"ASIC017454";"ASIS010388";"ASIC017454"
"ASIC004752";"ASIS012714";"ASIC004752"
"ASIC0047631";"ASIS014972";"ASIC004763"
"ASIC0047632";"ASIS019240";"ASIC004763"
"ASIC0047741";"ASIS014972";"ASIC004774"
"ASIC0047742";"ASIS019240";"ASIC004774"
"ASIC0252551";"ASIS000114";"ASIC025255"
"ASIC0252552";"ASIS024130";"ASIC025255"
"ASIC0047541";"ASIS000114";"ASIC004754"
"ASIC0047542";"ASIS013362";"ASIC004754"
"ASIC004755";"ASIS013362";"ASIC004755"
"ASIC004756";"ASIS006524";"ASIC004756"
"ASIC004758";"ASIS014903";"ASIC004758"
"ASIC004759";"ASIS001824";"ASIC004759"
"ASIC004760";"ASIS001824";"ASIC004760"
"ASIC0047611";"ASIS003946";"ASIC004761"
"ASIC0047612";"ASIS018972";"ASIC004761"
"ASIC004764";"ASIS002742";"ASIC004764"
"ASIC0047651";"ASIS002742";"ASIC004765"
"ASIC0047652";"ASIS003913";"ASIC004765"
"ASIC025260";"ASIS024248";"ASIC025260"
"ASIC025403";"ASIS023925";"ASIC025403"
"ASIC025365";"ASIS023917";"ASIC025365"
"ASIC025108";"ASIS023925";"ASIC025108"
"ASIC025053";"ASIS023917";"ASIC025053"
"ASIC025235";"ASIS023874";"ASIC025235"
"ASIC025058";"ASIS024022";"ASIC025058"
"ASIC025362";"ASIS023837";"ASIC025362"
"ASIC004771";"ASIS015816";"ASIC004771"
"ASIC0047721";"ASIS005260";"ASIC004772"
"ASIC0047722";"ASIS015816";"ASIC004772"
"ASIC0047731";"ASIS015962";"ASIC004773"
"ASIC0047732";"ASIS023493";"ASIC004773"
"ASIC004775";"ASIS005557";"ASIC004775"
"ASIC0047771";"ASIS003233";"ASIC004777"
"ASIC0047772";"ASIS006115";"ASIC004777"
"ASIC004778";"ASIS003233";"ASIC004778"
"ASIC004779";"ASIS018531";"ASIC004779"
"ASIC004781";"ASIS009837";"ASIC004781"
"ASIC004782";"ASIS000353";"ASIC004782"
"ASIC004783";"ASIS010007";"ASIC004783"
"ASIC004784";"ASIS010007";"ASIC004784"
"ASIC004787";"ASIS010149";"ASIC004787"
"ASIC0047891";"ASIS012854";"ASIC004789"
"ASIC0047892";"ASIS022000";"ASIC004789"
"ASIC004790";"ASIS013630";"ASIC004790"
"ASIC0047921";"ASIS011595";"ASIC004792"
"ASIC0047922";"ASIS013731";"ASIC004792"
"ASIC004793";"ASIS015777";"ASIC004793"
"ASIC004794";"ASIS015777";"ASIC004794"
"ASIC004795";"ASIS011031";"ASIC004795"
"ASIC004799";"ASIS008850";"ASIC004799"
"ASIC004800";"ASIS019967";"ASIC004800"
"ASIC004801";"ASIS007112";"ASIC004801"
"ASIC004802";"ASIS007112";"ASIC004802"
"ASIC004804";"ASIS014873";"ASIC004804"
"ASIC004805";"ASIS010053";"ASIC004805"
"ASIC004806";"ASIS003727";"ASIC004806"
"ASIC0048081";"ASIS003920";"ASIC004808"
"ASIC0048082";"ASIS005925";"ASIC004808"
"ASIC004809";"ASIS005925";"ASIC004809"
"ASIC004811";"ASIS011360";"ASIC004811"
"ASIC004816";"ASIS000021";"ASIC004816"
"ASIC004817";"ASIS011469";"ASIC004817"
"ASIC0048201";"ASIS004949";"ASIC004820"
"ASIC0048202";"ASIS023477";"ASIC004820"
"ASIC0048211";"ASIS008440";"ASIC004821"
"ASIC0048212";"ASIS011529";"ASIC004821"
"ASIC004822";"ASIS015881";"ASIC004822"
"ASIC004823";"ASIS020421";"ASIC004823"
"ASIC0048271";"ASIS001865";"ASIC004827"
"ASIC0048272";"ASIS004210";"ASIC004827"
"ASIC004828";"ASIS004210";"ASIC004828"
"ASIC004836";"ASIS023429";"ASIC004836"
"ASIC004837";"ASIS023429";"ASIC004837"
"ASIC004838";"ASIS001998";"ASIC004838"
"ASIC004839";"ASIS007044";"ASIC004839"
"ASIC004841";"ASIS018090";"ASIC004841"
"ASIC004842";"ASIS003599";"ASIC004842"
"ASIC004843";"ASIS007220";"ASIC004843"
"ASIC004844";"ASIS012837";"ASIC004844"
"ASIC004845";"ASIS023684";"ASIC004845"
"ASIC004846";"ASIS004472";"ASIC004846"
"ASIC015470";"ASIS014443";"ASIC015470"
"ASIC025192";"ASIS023929";"ASIC025192"
"ASIC0153601";"ASIS009700";"ASIC015360"
"ASIC0153602";"ASIS010287";"ASIC015360"
"ASIC015382";"ASIS000833";"ASIC015382"
"ASIC015404";"ASIS001618";"ASIC015404"
"ASIC025291";"ASIS024176";"ASIC025291"
"ASIC015537";"ASIS005592";"ASIC015537"
"ASIC015548";"ASIS021475";"ASIC015548"
"ASIC015559";"ASIS017220";"ASIC015559"
"ASIC015598";"ASIS017111";"ASIC015598"
"ASIC025104";"ASIS024231";"ASIC025104"
"ASIC025050";"ASIS023963";"ASIC025050"
"ASIC015605";"ASIS005159";"ASIC015605"
"ASIC015606";"ASIS005159";"ASIC015606"
"ASIC025026";"ASIS024222";"ASIC025026"
"ASIC025122";"ASIS024081";"ASIC025122"
"ASIC025338";"ASIS023875";"ASIC025338"
"ASIC025076";"ASIS024172";"ASIC025076"
"ASIC025423";"ASIS023955";"ASIC025423"
"ASIC015613";"ASIS009303";"ASIC015613"
"ASIC015632";"ASIS013674";"ASIC015632"
"ASIC015639";"ASIS012745";"ASIC015639"
"ASIC015644";"ASIS016083";"ASIC015644"
"ASIC0156461";"ASIS001809";"ASIC015646"
"ASIC0156462";"ASIS016113";"ASIC015646"
"ASIC015654";"ASIS020485";"ASIC015654"
"ASIC015657";"ASIS021977";"ASIC015657"
"ASIC015661";"ASIS023231";"ASIC015661"
"ASIC015663";"ASIS022488";"ASIC015663"
"ASIC015664";"ASIS000948";"ASIC015664"
"ASIC015361";"ASIS003194";"ASIC015361"
"ASIC015365";"ASIS006796";"ASIC015365"
"ASIC015367";"ASIS008325";"ASIC015367"
"ASIC015370";"ASIS000438";"ASIC015370"
"ASIC015378";"ASIS018060";"ASIC015378"
"ASIC015380";"ASIS012787";"ASIC015380"
"ASIC015381";"ASIS014118";"ASIC015381"
"ASIC0253921";"ASIS014118";"ASIC025392"
"ASIC0253922";"ASIS024123";"ASIC025392"
"ASIC015383";"ASIS004417";"ASIC015383"
"ASIC015384";"ASIS004417";"ASIC015384"
"ASIC015385";"ASIS016623";"ASIC015385"
"ASIC015391";"ASIS017584";"ASIC015391"
"ASIC0153921";"ASIS011136";"ASIC015392"
"ASIC0153922";"ASIS017248";"ASIC015392"
"ASIC015396";"ASIS009038";"ASIC015396"
"ASIC015397";"ASIS019600";"ASIC015397"
"ASIC015398";"ASIS002916";"ASIC015398"
"ASIC015403";"ASIS017971";"ASIC015403"
"ASIC015406";"ASIS016111";"ASIC015406"
"ASIC015407";"ASIS016111";"ASIC015407"
"ASIC015428";"ASIS008587";"ASIC015428"
"ASIC0154321";"ASIS015137";"ASIC015432"
"ASIC0154322";"ASIS018599";"ASIC015432"
"ASIC015433";"ASIS018599";"ASIC015433"
"ASIC015434";"ASIS016829";"ASIC015434"
"ASIC015435";"ASIS000127";"ASIC015435"
"ASIC015436";"ASIS018561";"ASIC015436"
"ASIC015441";"ASIS018333";"ASIC015441"
"ASIC015442";"ASIS023588";"ASIC015442"
"ASIC015445";"ASIS002421";"ASIC015445"
"ASIC015446";"ASIS017483";"ASIC015446"
"ASIC025439";"ASIS023930";"ASIC025439"
"ASIC0154521";"ASIS012003";"ASIC015452"
"ASIC0154522";"ASIS015756";"ASIC015452"
"ASIC015456";"ASIS022642";"ASIC015456"
"ASIC015458";"ASIS019150";"ASIC015458"
"ASIC0154601";"ASIS010426";"ASIC015460"
"ASIC0154602";"ASIS019150";"ASIC015460"
"ASIC015462";"ASIS011281";"ASIC015462"
"ASIC015464";"ASIS002365";"ASIC015464"
"ASIC015465";"ASIS002365";"ASIC015465"
"ASIC015466";"ASIS002269";"ASIC015466"
"ASIC015468";"ASIS007191";"ASIC015468"
"ASIC015473";"ASIS019579";"ASIC015473"
"ASIC015476";"ASIS013693";"ASIC015476"
"ASIC015477";"ASIS015478";"ASIC015477"
"ASIC015478";"ASIS020176";"ASIC015478"
"ASIC0154791";"ASIS009863";"ASIC015479"
"ASIC0154792";"ASIS024014";"ASIC015479"
"ASIC0250071";"ASIS009863";"ASIC025007"
"ASIC0250072";"ASIS024014";"ASIC025007"
"ASIC0154831";"ASIS000442";"ASIC015483"
"ASIC0154832";"ASIS005719";"ASIC015483"
"ASIC015484";"ASIS011141";"ASIC015484"
"ASIC015486";"ASIS004836";"ASIC015486"
"ASIC015489";"ASIS009922";"ASIC015489"
"ASIC015490";"ASIS009922";"ASIC015490"
"ASIC015491";"ASIS006152";"ASIC015491"
"ASIC015492";"ASIS023538";"ASIC015492"
"ASIC015495";"ASIS002991";"ASIC015495"
"ASIC025378";"ASIS024116";"ASIC025378"
"ASIC015497";"ASIS009994";"ASIC015497"
"ASIC015499";"ASIS019951";"ASIC015499"
"ASIC015501";"ASIS008421";"ASIC015501"
"ASIC015502";"ASIS017049";"ASIC015502"
"ASIC0155031";"ASIS002856";"ASIC015503"
"ASIC0155032";"ASIS020940";"ASIC015503"
"ASIC015505";"ASIS020940";"ASIC015505"
"ASIC015506";"ASIS015713";"ASIC015506"
"ASIC015508";"ASIS021390";"ASIC015508"
"ASIC0155121";"ASIS001262";"ASIC015512"
"ASIC0155122";"ASIS007366";"ASIC015512"
"ASIC015513";"ASIS010677";"ASIC015513"
"ASIC015516";"ASIS003267";"ASIC015516"
"ASIC015517";"ASIS013633";"ASIC015517"
"ASIC015518";"ASIS019056";"ASIC015518"
"ASIC015522";"ASIS010309";"ASIC015522"
"ASIC015523";"ASIS005149";"ASIC015523"
"ASIC015524";"ASIS017402";"ASIC015524"
"ASIC0155251";"ASIS001511";"ASIC015525"
"ASIC0155252";"ASIS011994";"ASIC015525"
"ASIC015531";"ASIS000495";"ASIC015531"
"ASIC015533";"ASIS020282";"ASIC015533"
"ASIC015539";"ASIS002818";"ASIC015539"
"ASIC015544";"ASIS021204";"ASIC015544"
"ASIC015545";"ASIS021204";"ASIC015545"
"ASIC015546";"ASIS018479";"ASIC015546"
"ASIC015554";"ASIS013263";"ASIC015554"
"ASIC015555";"ASIS014892";"ASIC015555"
"ASIC015558";"ASIS019129";"ASIC015558"
